boro_Brooklyn,room_Shared room,room_Private room,availability_365_scaled,never_reviewed,boro_Staten Island,boro_Queens,boro_Manhattan,host_small,host_individual,geo_3,geo_1,price_log,price,neighbourhood,neighbourhood_group,room_type,geo_cluster_raw,host_scale_raw
True,False,False,0.1433680060095443,0,False,False,False,False,True,False,True,5.525452939131784,250,Williamsburg,Brooklyn,Entire home/apt,1,individual
True,False,True,0.7422075474612287,0,False,False,False,True,False,False,True,4.454347296253507,85,Williamsburg,Brooklyn,Private room,1,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.61512051684126,100,Kips Bay,Manhattan,Entire home/apt,1,individual
False,False,False,0.2278197362142691,0,False,False,True,False,True,False,True,4.700480365792417,109,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
True,False,False,1.540660269396808,0,False,False,False,False,False,False,False,5.075173815233827,159,Greenpoint,Brooklyn,Entire home/apt,0,commercial
False,False,False,0.4427877767353865,0,False,False,True,False,True,False,True,5.564520407322694,260,Greenwich Village,Manhattan,Entire home/apt,1,individual
False,False,True,-0.6627621459446461,0,False,False,True,False,True,False,False,4.477336814478207,87,East Harlem,Manhattan,Private room,2,individual
False,False,True,1.7556283099179253,0,False,False,False,False,True,False,False,3.784189633918261,43,Mount Eden,Bronx,Private room,2,individual
False,False,False,1.7633057399365366,0,False,False,True,True,False,False,False,5.298317366548036,199,Upper East Side,Manhattan,Entire home/apt,2,small
False,False,True,0.5195620769214999,0,False,False,True,True,False,False,False,4.51085950651685,90,Harlem,Manhattan,Private room,2,small
True,False,False,1.5560151294340303,0,False,False,False,False,True,False,False,5.278114659230517,195,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
True,False,False,1.5713699894712532,0,False,False,False,True,False,False,False,5.225746673713202,185,Crown Heights,Brooklyn,Entire home/apt,5,small
False,False,False,1.179821058522075,0,False,False,True,False,True,False,True,5.303304908059076,200,Chelsea,Manhattan,Entire home/apt,1,individual
False,False,True,1.8861446202343184,0,False,False,True,True,False,False,False,4.61512051684126,100,East Harlem,Manhattan,Private room,2,small
False,False,False,1.8324026101040387,0,False,False,True,False,True,False,False,5.420534999272286,225,Upper East Side,Manhattan,Entire home/apt,2,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,4.394449154672439,80,Bedford-Stuyvesant,Brooklyn,Private room,0,small
True,False,False,-0.7011492960377028,0,False,False,False,True,False,False,False,4.499809670330265,89,Bushwick,Brooklyn,Entire home/apt,0,small
False,False,False,-0.7088267260563141,0,False,False,True,False,True,False,True,5.19295685089021,179,East Village,Manhattan,Entire home/apt,1,individual
False,False,True,-0.7548913061679822,0,False,False,True,False,True,False,True,4.51085950651685,90,Chelsea,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,1,False,True,False,False,True,False,True,5.62040086571715,275,Long Island City,Queens,Entire home/apt,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,3.58351893845611,35,Williamsburg,Brooklyn,Private room,0,small
False,False,True,-0.8393430363727069,0,False,True,False,False,True,False,False,4.465908118654584,86,Astoria,Queens,Private room,2,individual
False,False,False,0.5195620769214999,0,False,True,False,True,False,False,False,4.564348191467836,95,Sunnyside,Queens,Entire home/apt,0,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,False,4.762173934797756,116,Upper West Side,Manhattan,Private room,2,individual
False,False,True,-0.6627621459446461,0,False,False,True,True,False,False,True,4.394449154672439,80,Hell's Kitchen,Manhattan,Private room,1,small
False,False,False,-0.7088267260563141,0,False,False,True,True,False,False,True,4.709530201312334,110,East Village,Manhattan,Entire home/apt,1,small
False,False,True,-0.45547153544214,0,False,True,False,True,False,False,False,3.4011973816621555,29,Woodhaven,Queens,Private room,4,small
False,False,False,0.9494981579637348,0,False,False,True,False,True,False,False,5.303304908059076,200,Harlem,Manhattan,Entire home/apt,2,individual
False,True,False,1.6634991496945892,0,False,False,True,False,True,False,True,4.02535169073515,55,Battery Park City,Manhattan,Shared room,1,individual
False,True,False,-0.6934718660190915,0,False,True,False,True,False,False,False,4.330733340286331,75,Forest Hills,Queens,Shared room,4,small
True,False,True,-0.3940520952932493,1,False,False,False,False,True,False,False,4.330733340286331,75,Crown Heights,Brooklyn,Private room,5,individual
True,False,False,-0.45547153544214,0,False,False,False,True,False,False,False,4.795790545596741,120,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,small
False,False,True,1.9552414904018205,0,False,False,True,False,True,False,True,4.969813299576001,143,Murray Hill,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.525452939131784,250,Midtown,Manhattan,Entire home/apt,1,individual
True,False,True,1.540660269396808,0,False,False,False,True,False,False,False,4.605170185988092,99,Williamsburg,Brooklyn,Private room,0,small
False,False,False,0.3276263264562165,0,False,False,True,False,True,False,False,5.017279836814924,150,Harlem,Manhattan,Entire home/apt,2,individual
True,False,True,0.5733040870517793,0,False,False,False,False,True,False,False,4.02535169073515,55,Bedford-Stuyvesant,Brooklyn,Private room,5,individual
True,False,False,1.364079378968747,0,False,False,False,False,True,False,False,5.170483995038151,175,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
True,False,True,1.6865314397504234,0,False,False,False,True,False,False,False,4.248495242049359,69,Bushwick,Brooklyn,Private room,0,small
False,False,False,-0.7472138761493708,0,False,False,True,False,True,False,True,5.220355825078324,184,Tribeca,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,True,4.983606621708336,145,Williamsburg,Brooklyn,Entire home/apt,1,individual
False,False,True,1.1260790483917955,0,False,False,True,False,True,False,True,4.61512051684126,100,Lower East Side,Manhattan,Private room,1,individual
True,False,True,1.087691898298739,0,False,False,False,True,False,False,False,3.80666248977032,44,Prospect-Lefferts Gardens,Brooklyn,Private room,5,small
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.262679877041316,70,Greenpoint,Brooklyn,Private room,0,individual
True,False,False,-0.8393430363727069,1,False,False,False,False,True,False,False,5.225746673713202,185,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.420534999272286,225,Nolita,Manhattan,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,5.298317366548036,199,Upper East Side,Manhattan,Entire home/apt,2,individual
False,False,True,1.4715633992293058,0,False,False,True,False,True,False,False,4.110873864173311,60,Harlem,Manhattan,Private room,2,individual
False,False,False,0.9648530180009576,0,False,False,True,False,True,False,True,5.170483995038151,175,Upper West Side,Manhattan,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.298317366548036,199,East Village,Manhattan,Entire home/apt,1,individual
True,False,True,-0.2788906450140792,0,False,False,False,False,True,False,False,4.189654742026425,65,Williamsburg,Brooklyn,Private room,0,individual
True,False,False,1.701886299787646,0,False,False,False,False,True,False,False,5.25227342804663,190,Williamsburg,Brooklyn,Entire home/apt,0,individual
True,False,False,-0.6627621459446461,0,False,False,False,False,True,False,False,4.68213122712422,107,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.017279836814924,150,East Village,Manhattan,Entire home/apt,1,individual
False,False,True,1.9475640603832087,0,False,False,False,False,False,False,False,4.330733340286331,75,Co-op City,Bronx,Private room,2,commercial
True,False,True,-0.5629555557026987,0,False,False,False,True,False,False,False,3.828641396489095,45,Williamsburg,Brooklyn,Private room,0,small
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,5.19295685089021,179,Park Slope,Brooklyn,Entire home/apt,5,individual
False,False,False,0.2892391763631598,0,False,True,False,True,False,False,False,4.709530201312334,110,Sunnyside,Queens,Entire home/apt,0,small
True,False,False,-0.3403100851629699,0,False,False,False,False,True,False,False,5.5053315359323625,245,Williamsburg,Brooklyn,Entire home/apt,0,individual
False,False,True,1.0953693283173502,0,False,False,True,False,True,False,False,4.61512051684126,100,Morningside Heights,Manhattan,Private room,2,individual
True,False,True,1.5713699894712532,0,False,False,False,False,False,False,False,4.127134385045092,61,Bedford-Stuyvesant,Brooklyn,Private room,5,commercial
True,False,False,-0.7472138761493708,0,False,False,False,False,True,False,True,5.62040086571715,275,Brooklyn Heights,Brooklyn,Entire home/apt,1,individual
True,False,False,0.8650464277590102,0,False,False,False,False,True,False,False,5.525452939131784,250,Fort Greene,Brooklyn,Entire home/apt,5,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.795790545596741,120,Williamsburg,Brooklyn,Entire home/apt,0,individual
True,False,False,1.2105307785965205,0,False,False,False,False,True,False,False,4.912654885736052,135,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8163107463168728,0,False,False,True,False,True,False,True,5.298317366548036,199,West Village,Manhattan,Entire home/apt,1,individual
True,False,True,1.3794342390059695,0,False,False,False,True,False,False,False,4.330733340286331,75,Bedford-Stuyvesant,Brooklyn,Private room,0,small
True,False,True,0.8189818476473422,0,False,False,False,True,False,False,False,4.330733340286331,75,Bedford-Stuyvesant,Brooklyn,Private room,0,small
False,False,True,0.5195620769214999,0,False,False,True,True,False,False,False,4.330733340286331,75,East Harlem,Manhattan,Private room,2,small
False,False,True,1.962918920420432,1,False,False,True,False,True,False,False,4.948759890378168,140,Harlem,Manhattan,Private room,2,individual
False,False,True,1.3256922288756905,0,False,False,True,False,True,False,True,4.51085950651685,90,Chelsea,Manhattan,Private room,1,individual
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,False,4.394449154672439,80,Harlem,Manhattan,Private room,2,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.7535901911063645,115,Williamsburg,Brooklyn,Entire home/apt,0,individual
False,False,True,1.909176910290152,0,False,False,True,True,False,False,False,4.110873864173311,60,Harlem,Manhattan,Private room,2,small
False,False,False,1.2565953587081884,0,False,False,True,False,True,False,True,5.170483995038151,175,NoHo,Manhattan,Entire home/apt,1,individual
True,False,False,1.0185950281312368,0,False,False,False,True,False,False,False,4.836281906951478,125,Bushwick,Brooklyn,Entire home/apt,0,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.225746673713202,185,Gramercy,Manhattan,Entire home/apt,1,individual
False,False,True,1.4485311091734718,0,False,True,False,True,False,False,False,4.04305126783455,56,Briarwood,Queens,Private room,4,small
True,False,True,0.181755156102601,0,False,False,False,False,True,False,False,4.174387269895637,64,Bushwick,Brooklyn,Private room,0,individual
True,False,False,0.8036269876101194,0,False,False,False,False,True,False,False,5.707110264748875,300,Williamsburg,Brooklyn,Entire home/apt,0,individual
True,False,True,1.8707897601970955,0,False,False,False,True,False,False,False,3.6375861597263857,37,Canarsie,Brooklyn,Private room,0,small
True,False,False,1.1260790483917955,0,False,False,False,True,False,False,False,5.267858159063328,193,Williamsburg,Brooklyn,Entire home/apt,0,small
True,False,True,0.0282065557303743,0,False,False,False,False,True,False,False,3.9889840465642745,53,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.087596335232384,161,Chelsea,Manhattan,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,4.605170185988092,99,Washington Heights,Manhattan,Entire home/apt,2,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,4.532599493153256,92,Lower East Side,Manhattan,Entire home/apt,1,individual
False,False,False,1.7172411598248687,0,False,False,True,True,False,False,True,5.278114659230517,195,Gramercy,Manhattan,Entire home/apt,1,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.406719247264253,81,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,True,1.7095637298062574,0,False,False,True,True,False,False,False,4.189654742026425,65,Harlem,Manhattan,Private room,2,small
True,False,True,0.6040138071262247,0,False,False,False,False,True,False,False,4.262679877041316,70,Flatbush,Brooklyn,Private room,5,individual
True,False,False,0.6193686671634473,0,False,False,False,False,True,False,False,5.14166355650266,170,Williamsburg,Brooklyn,Entire home/apt,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,True,False,False,True,5.170483995038151,175,East Village,Manhattan,Entire home/apt,1,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.737669618283368,41,Bushwick,Brooklyn,Private room,0,individual
False,False,False,-0.7165041560749255,0,False,False,True,False,True,False,False,5.010635294096256,149,Harlem,Manhattan,Entire home/apt,2,individual
True,False,True,-0.5476006956654761,0,False,False,False,True,False,False,True,4.477336814478207,87,Williamsburg,Brooklyn,Private room,1,small
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,5.707110264748875,300,Chelsea,Manhattan,Entire home/apt,1,individual
False,False,False,1.6711765797132003,0,False,False,True,False,False,False,True,4.532599493153256,92,Chelsea,Manhattan,Entire home/apt,1,commercial
True,False,True,-0.8393430363727069,1,False,False,False,False,True,False,False,4.454347296253507,85,Bedford-Stuyvesant,Brooklyn,Private room,0,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,5.017279836814924,150,East Village,Manhattan,Entire home/apt,1,individual
True,False,False,0.6040138071262247,0,False,False,False,False,True,False,True,5.707110264748875,300,Williamsburg,Brooklyn,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.941642422609304,139,Stuyvesant Town,Manhattan,Entire home/apt,1,individual
False,False,True,-0.8393430363727069,0,False,False,True,True,False,False,True,4.51085950651685,90,Kips Bay,Manhattan,Private room,1,small
False,False,True,0.703820397368172,0,False,False,True,False,True,False,True,4.77912349311153,118,Kips Bay,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,5.69035945432406,295,Midtown,Manhattan,Entire home/apt,1,individual
True,False,False,1.9014994802715408,0,False,False,False,False,True,False,False,4.836281906951478,125,Cypress Hills,Brooklyn,Entire home/apt,0,individual
True,False,False,1.9552414904018205,0,False,False,False,True,False,False,False,4.812184355372417,122,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,small
False,False,False,-0.0869548945487957,0,False,False,True,False,True,False,True,5.638354669333745,280,Midtown,Manhattan,Entire home/apt,1,individual
False,False,False,1.2335630686523544,0,False,False,True,True,False,False,True,5.375278407684165,215,Midtown,Manhattan,Entire home/apt,1,small
True,False,True,1.962918920420432,0,False,False,False,False,True,False,False,4.499809670330265,89,Boerum Hill,Brooklyn,Private room,5,individual
False,False,True,-0.8393430363727069,0,False,False,True,True,False,False,False,4.875197323201151,130,Harlem,Manhattan,Private room,2,small
True,False,False,0.5195620769214999,0,False,False,False,False,True,False,False,5.308267697401205,201,Bushwick,Brooklyn,Entire home/apt,0,individual
True,False,True,1.5483376994154192,0,False,False,False,False,True,False,False,4.787491742782046,119,East Flatbush,Brooklyn,Private room,5,individual
False,False,False,-0.4170843853490833,0,False,False,True,False,True,False,True,4.6443908991413725,103,East Village,Manhattan,Entire home/apt,1,individual
True,False,True,-0.2405034949210225,0,False,False,False,False,True,False,False,4.290459441148391,72,South Slope,Brooklyn,Private room,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.135798437050262,169,East Village,Manhattan,Entire home/apt,1,individual
False,False,False,1.8324026101040387,0,False,False,True,False,True,False,True,5.484796933490655,240,Tribeca,Manhattan,Entire home/apt,1,individual
True,False,False,-0.4938586855351967,0,False,False,False,False,True,False,False,5.198497031265826,180,Carroll Gardens,Brooklyn,Entire home/apt,5,individual
True,False,False,1.9168543403087637,0,False,False,False,True,False,False,False,5.017279836814924,150,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,small
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,4.795790545596741,120,Morningside Heights,Manhattan,Entire home/apt,2,individual
True,False,False,1.3180147988570792,0,False,False,False,False,True,False,False,4.564348191467836,95,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
False,False,False,1.156788768466241,0,False,False,True,False,True,False,False,5.017279836814924,150,Harlem,Manhattan,Entire home/apt,2,individual
False,False,True,-0.7548913061679822,0,False,False,True,False,True,False,True,4.564348191467836,95,East Village,Manhattan,Private room,1,individual
False,False,True,1.586724849508476,0,False,False,True,False,True,False,True,4.51085950651685,90,Hell's Kitchen,Manhattan,Private room,1,individual
True,False,True,1.9168543403087637,1,False,False,False,False,True,False,False,5.170483995038151,175,Crown Heights,Brooklyn,Private room,5,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.420534999272286,225,East Village,Manhattan,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,False,5.484796933490655,240,Upper East Side,Manhattan,Entire home/apt,2,individual
False,False,False,0.6040138071262247,0,False,False,True,False,True,False,True,5.017279836814924,150,East Village,Manhattan,Entire home/apt,1,individual
False,False,True,0.6270460971820587,0,False,False,True,False,True,False,False,3.80666248977032,44,Washington Heights,Manhattan,Private room,2,individual
False,False,False,-0.8163107463168728,0,False,False,True,False,True,False,False,5.703782474656201,299,Upper West Side,Manhattan,Entire home/apt,2,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.795790545596741,120,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
True,False,True,-0.0716000345115731,0,False,False,False,True,False,False,True,4.48863636973214,88,Williamsburg,Brooklyn,Private room,1,small
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,False,4.941642422609304,139,Harlem,Manhattan,Entire home/apt,2,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.303304908059076,200,Chelsea,Manhattan,Entire home/apt,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,4.61512051684126,100,Midtown,Manhattan,Entire home/apt,1,individual
False,False,False,1.1951759185592976,0,False,False,True,False,True,False,True,5.3471075307174685,209,SoHo,Manhattan,Entire home/apt,1,individual
True,False,False,0.6884655373309494,0,False,False,False,False,True,False,False,5.484796933490655,240,Carroll Gardens,Brooklyn,Entire home/apt,5,individual
True,False,False,1.4715633992293058,0,False,False,False,True,False,False,False,4.51085950651685,90,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,small
False,False,True,1.9168543403087637,0,False,True,False,True,False,False,False,4.30406509320417,73,Long Island City,Queens,Private room,0,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.51085950651685,90,Chelsea,Manhattan,Private room,1,individual
False,False,False,-0.6857944360004802,0,False,False,True,False,True,False,True,5.303304908059076,200,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.553876891600541,94,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,4.983606621708336,145,Lower East Side,Manhattan,Entire home/apt,1,individual
False,False,False,0.3276263264562165,0,False,False,True,False,True,False,True,5.298317366548036,199,Gramercy,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,1,False,False,False,False,True,False,False,5.017279836814924,150,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
False,False,True,-0.0101805943626823,0,False,False,True,False,True,False,False,4.454347296253507,85,Upper East Side,Manhattan,Private room,2,individual
False,False,False,-0.2405034949210225,0,False,False,True,False,True,False,True,5.278114659230517,195,Murray Hill,Manhattan,Entire home/apt,1,individual
False,False,False,0.2662068863073258,0,False,False,True,False,True,False,True,5.159055299214529,173,Greenwich Village,Manhattan,Entire home/apt,1,individual
True,False,False,1.817047750066816,0,False,False,False,False,False,False,False,5.075173815233827,159,Greenpoint,Brooklyn,Entire home/apt,0,commercial
True,False,True,0.1049808559164876,0,False,False,False,False,True,False,True,4.454347296253507,85,Williamsburg,Brooklyn,Private room,1,individual
True,False,False,0.9802078780381802,0,False,False,False,False,True,False,False,4.795790545596741,120,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.420534999272286,225,Midtown,Manhattan,Entire home/apt,1,individual
True,False,False,-0.0101805943626823,0,False,False,False,True,False,False,False,5.170483995038151,175,Williamsburg,Brooklyn,Entire home/apt,0,small
False,False,True,1.4178213890990266,0,False,False,True,False,True,False,True,4.875197323201151,130,Midtown,Manhattan,Private room,1,individual
False,False,False,1.9475640603832087,1,False,False,True,False,True,False,True,5.521460917862246,249,West Village,Manhattan,Entire home/apt,1,individual
True,False,True,1.84008004012265,0,False,False,False,True,False,False,False,3.6635616461296463,38,Canarsie,Brooklyn,Private room,0,small
True,False,True,1.5560151294340303,0,False,False,False,False,True,False,False,3.9889840465642745,53,Bushwick,Brooklyn,Private room,0,individual
False,False,True,1.3487245189315245,0,False,False,True,False,True,False,True,4.836281906951478,125,Hell's Kitchen,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,1,False,False,True,False,True,False,True,5.5053315359323625,245,SoHo,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,1,False,False,False,False,True,False,True,5.017279836814924,150,DUMBO,Brooklyn,Entire home/apt,1,individual
True,False,True,0.3506586165120505,0,False,False,False,True,False,False,False,3.49650756146648,32,Canarsie,Brooklyn,Private room,0,small
False,False,False,0.6040138071262247,0,False,False,True,False,True,False,True,5.081404364984463,160,Hell's Kitchen,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,1,False,False,False,False,True,False,False,5.170483995038151,175,Prospect-Lefferts Gardens,Brooklyn,Entire home/apt,5,individual
True,False,True,1.701886299787646,1,False,False,False,False,True,False,False,3.713572066704308,40,Williamsburg,Brooklyn,Private room,0,individual
True,False,True,1.8477574701412611,0,False,False,False,True,False,False,False,4.07753744390572,58,Bushwick,Brooklyn,Private room,0,small
True,False,False,1.8861446202343184,0,False,False,False,False,True,False,False,5.010635294096256,149,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.303304908059076,200,Chelsea,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.61512051684126,100,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,3.9318256327243257,50,Bedford-Stuyvesant,Brooklyn,Private room,5,individual
True,False,False,-0.3326326551443586,0,False,False,False,False,True,False,False,4.584967478670572,97,Bedford-Stuyvesant,Brooklyn,Entire home/apt,5,individual
False,False,True,1.5483376994154192,0,False,False,True,False,True,False,True,4.442651256490317,84,Chelsea,Manhattan,Private room,1,individual
True,False,False,0.7345301174426174,0,False,False,False,True,False,False,False,5.62040086571715,275,Prospect Heights,Brooklyn,Entire home/apt,5,small
False,False,False,0.4811749268284432,0,False,False,True,False,True,False,False,4.605170185988092,99,Upper East Side,Manhattan,Entire home/apt,2,individual
True,False,False,-0.6397298558888121,0,False,False,False,False,True,False,False,4.262679877041316,70,Greenpoint,Brooklyn,Entire home/apt,0,individual
True,False,False,1.7709831699551482,0,False,False,False,False,False,False,False,5.010635294096256,149,Greenpoint,Brooklyn,Entire home/apt,0,commercial
True,False,False,0.8804012877962328,0,False,False,False,False,True,False,False,4.983606621708336,145,Gowanus,Brooklyn,Entire home/apt,5,individual
True,False,True,1.962918920420432,1,False,False,False,False,True,False,False,5.303304908059076,200,Gowanus,Brooklyn,Private room,5,individual
True,False,True,1.6174345695829213,0,False,False,False,True,False,False,False,4.0943445622221,59,Bushwick,Brooklyn,Private room,0,small
True,False,True,1.9552414904018205,0,False,False,False,False,True,False,False,4.262679877041316,70,Williamsburg,Brooklyn,Private room,0,individual
False,False,False,1.3180147988570792,0,False,False,True,False,True,False,True,5.521460917862246,249,Gramercy,Manhattan,Entire home/apt,1,individual
True,False,False,-0.2174712048651885,0,False,False,False,False,True,False,False,4.262679877041316,70,Flatbush,Brooklyn,Entire home/apt,5,individual
False,False,True,1.0800144682801276,0,False,True,False,True,False,False,False,3.828641396489095,45,Sunnyside,Queens,Private room,0,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.330733340286331,75,Chelsea,Manhattan,Private room,1,individual
True,False,True,-0.8393430363727069,0,False,False,False,True,False,False,False,4.262679877041316,70,Williamsburg,Brooklyn,Private room,0,small
True,False,False,0.6500783872378927,0,False,False,False,True,False,False,False,5.075173815233827,159,Williamsburg,Brooklyn,Entire home/apt,0,small
True,False,True,1.7786605999737597,0,False,False,False,True,False,False,False,4.02535169073515,55,Bushwick,Brooklyn,Private room,0,small
False,False,True,1.962918920420432,0,False,False,True,True,False,False,True,5.43372200355424,228,Lower East Side,Manhattan,Private room,1,small
True,False,True,1.5253054093595853,0,False,False,False,True,False,False,False,4.219507705176107,67,East Flatbush,Brooklyn,Private room,5,small
False,False,True,-0.8393430363727069,0,False,False,True,False,True,False,True,4.787491742782046,119,East Village,Manhattan,Private room,1,individual
False,False,False,-0.8393430363727069,0,False,False,True,False,True,False,True,5.247024072160486,189,Upper West Side,Manhattan,Entire home/apt,1,individual
True,False,True,1.747950879899314,0,False,False,False,True,False,False,False,3.828641396489095,45,Bedford-Stuyvesant,Brooklyn,Private room,0,small
False,False,False,1.7863380299923708,0,False,False,True,False,True,False,True,5.170483995038151,175,Midtown,Manhattan,Entire home/apt,1,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.430816798843313,83,Crown Heights,Brooklyn,Entire home/apt,5,individual
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,4.795790545596741,120,Fort Greene,Brooklyn,Entire home/apt,5,individual
True,False,True,1.602079709545699,0,False,False,False,True,False,False,False,3.58351893845611,35,Crown Heights,Brooklyn,Private room,5,small
False,False,False,1.1414339084290184,0,False,False,True,False,True,False,False,4.948759890378168,140,Harlem,Manhattan,Entire home/apt,2,individual
False,False,True,-0.5936652757771441,0,False,False,True,False,True,False,False,3.828641396489095,45,Harlem,Manhattan,Private room,2,individual
False,False,True,1.540660269396808,0,False,False,True,False,True,False,False,4.51085950651685,90,East Harlem,Manhattan,Private room,2,individual
False,False,True,1.563692559452642,0,False,True,False,True,False,False,False,4.382026634673881,79,Astoria,Queens,Private room,2,small
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.61512051684126,100,Bedford-Stuyvesant,Brooklyn,Private room,5,individual
False,False,False,-0.7088267260563141,1,False,False,True,False,True,False,True,5.420534999272286,225,Chelsea,Manhattan,Entire home/apt,1,individual
False,False,True,1.4715633992293058,0,False,True,False,True,False,False,False,4.204692619390966,66,Briarwood,Queens,Private room,4,small
True,False,False,1.0339498881684597,0,False,False,False,True,False,False,False,4.948759890378168,140,Clinton Hill,Brooklyn,Entire home/apt,5,small
True,False,True,1.0569821782242936,0,False,False,False,False,True,False,False,4.59511985013459,98,Clinton Hill,Brooklyn,Private room,5,individual
True,False,False,0.9264658679079008,0,False,False,False,True,False,False,False,4.948759890378168,140,Bedford-Stuyvesant,Brooklyn,Entire home/apt,0,small
False,False,False,0.8650464277590102,0,False,False,True,False,True,False,True,5.278114659230517,195,Lower East Side,Manhattan,Entire home/apt,1,individual
False,False,True,1.7402734498807026,0,False,False,True,True,False,False,False,4.110873864173311,60,Harlem,Manhattan,Private room,2,small
True,False,False,-0.8393430363727069,0,False,False,False,False,True,False,False,5.017279836814924,150,Crown Heights,Brooklyn,Entire home/apt,5,individual
False,False,True,-0.8393430363727069,0,False,True,False,True,False,False,True,3.713572066704308,40,Long Island City,Queens,Private room,1,small
False,False,False,1.8247251800854276,0,False,True,False,False,True,False,False,4.875197323201151,130,Astoria,Queens,Entire home/apt,2,individual
True,False,True,-0.8393430363727069,0,False,False,False,False,True,False,False,4.330733340286331,75,Williamsburg,Brooklyn,Private room,0,individual
